Site,Year,Start,End,Tran,Plot ,Species,SdlDensity,Poa,BG,Rock,GREAUS_AdultDen
S2181O,2012,NA,NA,3,28,ASTTRY,45,15,3,0,49
S2181O,2012,NA,NA,3,29,ASTTRY,0,42,4,0,49
S2181O,2012,NA,NA,3,30,ASTTRY,11,42,13,0,49
S2181O,2012,NA,NA,4,31,ASTTRY,1,20,0,0,73
S2181O,2012,NA,NA,4,32,ASTTRY,21,39,14,0,73
S2181O,2012,NA,NA,4,33,ASTTRY,0,43,0,0,73
S2181O,2012,NA,NA,4,34,ASTTRY,8,35,8,0,73
S2181O,2012,NA,NA,4,35,ASTTRY,11,63,7,0,73
S2181O,2012,NA,NA,4,36,ASTTRY,2,42,0,0,73
S2181O,2012,NA,NA,4,37,ASTTRY,16,20,12,0,73
S2181O,2012,NA,NA,4,38,ASTTRY,47,39,29,0,73
S2181O,2012,NA,NA,4,39,ASTTRY,4,43,5,0,73
S2181O,2012,NA,NA,4,40,ASTTRY,8,30,10,0,73
S2192O,2012,NA,NA,1,1,ASTTRY,0,34,5,0,83
S2192O,2012,NA,NA,1,2,ASTTRY,0,65,4,0,83
S2192O,2012,NA,NA,1,3,ASTTRY,0,8,0,0,83
S2192O,2012,NA,NA,1,4,ASTTRY,1,51,0.5,0,83
S2192O,2012,NA,NA,1,5,ASTTRY,2,11,0,0,83
S2192O,2012,NA,NA,1,6,ASTTRY,0,44,2,0,83
S2192O,2012,NA,NA,1,7,ASTTRY,0,17,0.5,0,83
S2192O,2012,NA,NA,1,8,ASTTRY,0,59,1,0,83
S2192O,2012,NA,NA,1,9,ASTTRY,0,40,3,0,83
S2192O,2012,NA,NA,1,10,ASTTRY,1,53,0.5,0,83
S2192O,2012,NA,NA,2,11,ASTTRY,0,42,0,0,90
S2192O,2012,NA,NA,2,12,ASTTRY,3,55,3,0,90
S2192O,2012,NA,NA,2,13,ASTTRY,1,70,0.5,0,90
S2192O,2012,NA,NA,2,14,ASTTRY,9,31,3,0,90
S2192O,2012,NA,NA,2,15,ASTTRY,5,13,0,0,90
S2192O,2012,NA,NA,2,16,ASTTRY,1,8,3,0,90
S2192O,2012,NA,NA,2,17,ASTTRY,0,40,0.5,0,90
S2192O,2012,NA,NA,2,18,ASTTRY,0,11,3,0,90
S2192O,2012,NA,NA,2,19,ASTTRY,1,58,2,0,90
S2192O,2012,NA,NA,2,20,ASTTRY,0,26,1,0,90
S2192O,2012,NA,NA,3,21,ASTTRY,1,95,0.5,0,90
S2192O,2012,NA,NA,3,22,ASTTRY,0,52,1,0,90
S2192O,2012,NA,NA,3,23,ASTTRY,0,6,1,0,90
S2192O,2012,NA,NA,3,24,ASTTRY,3,80,0.5,0,90
S2192O,2012,NA,NA,3,25,ASTTRY,2,6,0.5,0,90
S2192O,2012,NA,NA,3,26,ASTTRY,3,38,1,0,90
S2192O,2012,NA,NA,3,27,ASTTRY,1,88,1,0,90
S2192O,2012,NA,NA,3,28,ASTTRY,5,8,4,0,90
S2192O,2012,NA,NA,3,29,ASTTRY,3,55,0.5,0,90
S2192O,2012,NA,NA,3,30,ASTTRY,2,40,3,0,90
S2192O,2012,NA,NA,4,31,ASTTRY,5,89,0.5,0,80
S2192O,2012,NA,NA,4,32,ASTTRY,0,48,6,0,80
S2192O,2012,NA,NA,4,33,ASTTRY,1,18,20,0,80
S2192O,2012,NA,NA,4,34,ASTTRY,6,12,2,0,80
S2192O,2012,NA,NA,4,35,ASTTRY,5,24,3,0,80
S2192O,2012,NA,NA,4,36,ASTTRY,18,7,1,0,80
S2192O,2012,NA,NA,4,37,ASTTRY,2,53,1,0,80
S2192O,2012,NA,NA,4,38,ASTTRY,0,32,0.5,0,80
S2192O,2012,NA,NA,4,39,ASTTRY,0,90,0.5,0,80
S2192O,2012,NA,NA,4,40,ASTTRY,4,60,0.5,0,80
C3071O,2012,10:00,11:15,1,1,ASTTRY,0,45,1,0,13
C3071O,2012,10:00,11:15,1,2,ASTTRY,0,52,1,0,13
C3071O,2012,10:00,11:15,1,3,ASTTRY,0,75,1,5,13
C3071O,2012,10:00,11:15,1,4,ASTTRY,0,93,0.5,0,13
C3071O,2012,10:00,11:15,1,5,ASTTRY,0,25,1,0,13
C3071O,2012,10:00,11:15,1,6,ASTTRY,0,85,0.5,8,13
C3071O,2012,10:00,11:15,1,7,ASTTRY,0,25,1,0,13
C3071O,2012,10:00,11:15,1,8,ASTTRY,0,90,0.5,0,13
C3071O,2012,10:00,11:15,1,9,ASTTRY,0,96,1,0,13
C3071O,2012,10:00,11:15,1,10,ASTTRY,0,97,0.5,0,13
C3071O,2012,10:00,11:15,2,11,ASTTRY,0,95,0.5,0,13
C3071O,2012,10:00,11:15,2,12,ASTTRY,0,95,0.5,0,13
C3071O,2012,10:00,11:15,2,13,ASTTRY,0,90,2,0,13
C3071O,2012,10:00,11:15,2,14,ASTTRY,0,46,8,0,13
C3071O,2012,10:00,11:15,2,15,ASTTRY,0,31,3,0,13
C3071O,2012,10:00,11:15,2,16,ASTTRY,0,70,0.5,0,13
C3071O,2012,10:00,11:15,2,17,ASTTRY,0,55,0.5,0,13
C3071O,2012,10:00,11:15,2,18,ASTTRY,1,94,0.5,0,13
C3071O,2012,10:00,11:15,2,19,ASTTRY,0,95,1,0,13
C3071O,2012,10:00,11:15,2,20,ASTTRY,0,0,0,100,13
C3071O,2012,10:00,11:15,3,21,ASTTRY,0,80,17,0,7
C3071O,2012,10:00,11:15,3,22,ASTTRY,0,54,22,0,7
C3071O,2012,10:00,11:15,3,23,ASTTRY,0,28,14,0,7
C3071O,2012,10:00,11:15,3,24,ASTTRY,0,19,3,0,7
C3071O,2012,10:00,11:15,3,25,ASTTRY,0,9,2,0,7
C3071O,2012,10:00,11:15,3,26,ASTTRY,0,31,1,0,7
C3071O,2012,10:00,11:15,3,27,ASTTRY,0,75,2,0,7
C3071O,2012,10:00,11:15,3,28,ASTTRY,0,88,0,0,7
C3071O,2012,10:00,11:15,3,29,ASTTRY,0,64,0,0,7
C3071O,2012,10:00,11:15,3,30,ASTTRY,0,36,0,0,7
C3071O,2012,10:00,11:15,4,31,ASTTRY,0,95,0,0,0
C3071O,2012,10:00,11:15,4,32,ASTTRY,0,96,0.5,0,0
C3071O,2012,10:00,11:15,4,33,ASTTRY,0,51,2,40,0
C3071O,2012,10:00,11:15,4,34,ASTTRY,0,24,2,0,0
C3071O,2012,10:00,11:15,4,35,ASTTRY,0,14,0.5,0,0
C3071O,2012,10:00,11:15,4,36,ASTTRY,0,2,1,60,0
C3071O,2012,10:00,11:15,4,37,ASTTRY,0,44,1,0,0
C3071O,2012,10:00,11:15,4,38,ASTTRY,0,75,0,0,0
C3071O,2012,10:00,11:15,4,39,ASTTRY,0,26,0,0,0
C3071O,2012,10:00,11:15,4,40,ASTTRY,0,50,0,0,0
R2021O,2012,10:00,18:00,1,1,PHESQU,0,75,4,0,44
R2021O,2012,10:00,18:00,1,2,PHESQU,0,60,3,0,44
R2021O,2012,10:00,18:00,1,3,PHESQU,0,60,2,0,44
R2021O,2012,10:00,18:00,1,4,PHESQU,0,75,5,0,44
R2021O,2012,10:00,18:00,1,5,PHESQU,0,73,8,0,44
R2021O,2012,10:00,18:00,1,6,PHESQU,0,70,9,0,44
R2021O,2012,10:00,18:00,1,7,PHESQU,0,81,3,0,44
R2021O,2012,10:00,18:00,1,8,PHESQU,0,50,18,0,44
R2021O,2012,10:00,18:00,1,9,PHESQU,0,60,5,15,44
R2021O,2012,10:00,18:00,1,10,PHESQU,0,35,1,0,44
R2021O,2012,10:00,18:00,2,11,PHESQU,0,48,15,0,71
R2021O,2012,10:00,18:00,2,12,PHESQU,0,63,13,0,71
R2021O,2012,10:00,18:00,2,13,PHESQU,0,33,25,0,71
R2021O,2012,10:00,18:00,2,14,PHESQU,0,18,23,0,71
R2021O,2012,10:00,18:00,2,15,PHESQU,0,18,28,0,71
R2021O,2012,10:00,18:00,2,16,PHESQU,0,58,16,0,71
R2021O,2012,10:00,18:00,2,17,PHESQU,0,53,9,0,71
R2021O,2012,10:00,18:00,2,18,PHESQU,0,54,2,0,71
R2021O,2012,10:00,18:00,2,19,PHESQU,0,50,6,0,71
R2021O,2012,10:00,18:00,2,20,PHESQU,0,9,10,0,71
R2021O,2012,10:00,18:00,3,21,PHESQU,2,78,8,0,92
R2021O,2012,10:00,18:00,3,22,PHESQU,0,15,3,0,92
R2021O,2012,10:00,18:00,3,23,PHESQU,0,85,2,0,92
R2021O,2012,10:00,18:00,3,24,PHESQU,0,37,10,0,92
R2021O,2012,10:00,18:00,3,25,PHESQU,0,25,2,0,92
R2021O,2012,10:00,18:00,3,26,PHESQU,0,58,2,0,92
R2021O,2012,10:00,18:00,3,27,PHESQU,0,38,18,0,92
R2021O,2012,10:00,18:00,3,28,PHESQU,0,19,15,0,92
R2021O,2012,10:00,18:00,3,29,PHESQU,0,45,15,0,92
R2021O,2012,10:00,18:00,3,30,PHESQU,0,10,2,0,92
R2021O,2012,10:00,18:00,4,31,PHESQU,0,68,5,0,94
R2021O,2012,10:00,18:00,4,32,PHESQU,0,42,13,0,94
R2021O,2012,10:00,18:00,4,33,PHESQU,0,23,10,0,94
R2021O,2012,10:00,18:00,4,34,PHESQU,0,72,12,0,94
R2021O,2012,10:00,18:00,4,35,PHESQU,0,20,20,0,94
R2021O,2012,10:00,18:00,4,36,PHESQU,0,52,14,0,94
R2021O,2012,10:00,18:00,4,37,PHESQU,0,58,25,0,94
R2021O,2012,10:00,18:00,4,38,PHESQU,0,50,2,0,94
R2021O,2012,10:00,18:00,4,39,PHESQU,0,60,12,0,94
R2021O,2012,10:00,18:00,4,40,PHESQU,0,68,12,0,94
R3012O,2012,14:05,17:45,1,1,PHESQU,1,92,0,0,14
R3012O,2012,14:05,17:45,1,2,PHESQU,0,66,8,0,14
R3012O,2012,14:05,17:45,1,3,PHESQU,0,80,1,0,14
R3012O,2012,14:05,17:45,1,4,PHESQU,0,83,0,0,14
R3012O,2012,14:05,17:45,1,5,PHESQU,0,92,1,0,14
R3012O,2012,14:05,17:45,1,6,PHESQU,0,94,1,0,14
R3012O,2012,14:05,17:45,1,7,PHESQU,0,92,1,0,14
R3012O,2012,14:05,17:45,1,8,PHESQU,0,10,4,0,14
R3012O,2012,14:05,17:45,1,9,PHESQU,0,55,0,0,14
R3012O,2012,14:05,17:45,1,10,PHESQU,0,15,1,0,14
R3012O,2012,14:05,17:45,2,11,PHESQU,0,75,1,0,10
R3012O,2012,14:05,17:45,2,12,PHESQU,0,91,2,0,10
R3012O,2012,14:05,17:45,2,13,PHESQU,0,72,2,0,10
R3012O,2012,14:05,17:45,2,14,PHESQU,0,93,2,0,10
R3012O,2012,14:05,17:45,2,15,PHESQU,0,75,3,0,10
R3012O,2012,14:05,17:45,2,16,PHESQU,0,88,5,0,10
R3012O,2012,14:05,17:45,2,17,PHESQU,0,27,3,0,10
R3012O,2012,14:05,17:45,2,18,PHESQU,0,25,1,0,10
R3012O,2012,14:05,17:45,2,19,PHESQU,0,58,1,0,10
R3012O,2012,14:05,17:45,2,20,PHESQU,0,65,0,0,10
R3012O,2012,14:05,17:45,3,21,PHESQU,1,80,4,0,26
R3012O,2012,14:05,17:45,3,22,PHESQU,5,10,20,0,26
R3012O,2012,14:05,17:45,3,23,PHESQU,1,55,18,0,26
R3012O,2012,14:05,17:45,3,24,PHESQU,0,87,0.5,0,26
R3012O,2012,14:05,17:45,3,25,PHESQU,0,93,5,0,26
R3012O,2012,14:05,17:45,3,26,PHESQU,0,75,20,0,26
R3012O,2012,14:05,17:45,3,27,PHESQU,0,75,7,0,26
R3012O,2012,14:05,17:45,3,28,PHESQU,0,52,6,0,26
R3012O,2012,14:05,17:45,3,29,PHESQU,0,68,20,0,26
R3012O,2012,14:05,17:45,3,30,PHESQU,0,83,1,0,26
R3012O,2012,14:05,17:45,4,31,PHESQU,0,75,5,0,19
R3012O,2012,14:05,17:45,4,32,PHESQU,0,70,20,0,19
R3012O,2012,14:05,17:45,4,33,PHESQU,0,70,4,0,19
R3012O,2012,14:05,17:45,4,34,PHESQU,0,70,6,0,19
R3012O,2012,14:05,17:45,4,35,PHESQU,0,90,4,0,19
R3012O,2012,14:05,17:45,4,36,PHESQU,0,80,5,0,19
R3012O,2012,14:05,17:45,4,37,PHESQU,0,73,6,0,19
R3012O,2012,14:05,17:45,4,38,PHESQU,0,77,7,0,19
R3012O,2012,14:05,17:45,4,39,PHESQU,0,95,0.5,0,19
R3012O,2012,14:05,17:45,4,40,PHESQU,0,96,4,0,19
R3021O,2012,13:50,NA,1,1,PHESQU,0,63,2,0,36
R3021O,2012,14:50,NA,1,2,PHESQU,0,78,10,0,36
R3021O,2012,15:50,NA,1,3,PHESQU,0,90,7,0,36
R3021O,2012,16:50,NA,1,4,PHESQU,0,80,13,0,36
R3021O,2012,17:50,NA,1,5,PHESQU,0,30,20,0,36
R3021O,2012,18:50,NA,1,6,PHESQU,0,80,15,0,36
R3021O,2012,19:50,NA,1,7,PHESQU,0,53,13,0,36
R3021O,2012,20:50,NA,1,8,PHESQU,0,90,5,0,36
R3021O,2012,21:50,NA,1,9,PHESQU,0,85,5,0,36
R3021O,2012,22:50,NA,1,10,PHESQU,0,70,23,0,36
R3021O,2012,23:50,NA,2,11,PHESQU,0,80,4,0,31
R3021O,2012,0:50,NA,2,12,PHESQU,0,53,10,0,31
R3021O,2012,1:50,NA,2,13,PHESQU,0,88,1,0,31
R3021O,2012,2:50,NA,2,14,PHESQU,0,75,8,0,31
R3021O,2012,3:50,NA,2,15,PHESQU,0,50,6,0,31
R3021O,2012,4:50,NA,2,16,PHESQU,0,60,5,0,31
R3021O,2012,5:50,NA,2,17,PHESQU,0,50,3,0,31
R3021O,2012,6:50,NA,2,18,PHESQU,0,50,5,0,31
R3021O,2012,7:50,NA,2,19,PHESQU,0,80,6,0,31
R3021O,2012,8:50,NA,2,20,PHESQU,0,70,20,0,31
R3021O,2012,9:50,NA,3,21,PHESQU,0,55,10,0,27
R3021O,2012,10:50,NA,3,22,PHESQU,0,65,10,0,27
R3021O,2012,11:50,NA,3,23,PHESQU,0,63,15,0,27
R3021O,2012,12:50,NA,3,24,PHESQU,0,28,30,0,27
R3021O,2012,13:50,NA,3,25,PHESQU,0,26,6,0,27
R3021O,2012,14:50,NA,3,26,PHESQU,0,60,3,0,27
R3021O,2012,15:50,NA,3,27,PHESQU,0,38,20,0,27
R3021O,2012,16:50,NA,3,28,PHESQU,0,87,6,0,27
R3021O,2012,17:50,NA,3,29,PHESQU,0,43,15,0,27
R3021O,2012,18:50,NA,3,30,PHESQU,0,85,4,0,27
R3021O,2012,19:50,NA,4,31,PHESQU,0,80,12,0,15
R3021O,2012,20:50,NA,4,32,PHESQU,0,75,12,0,15
R3021O,2012,21:50,NA,4,33,PHESQU,0,83,2,0,15
R3021O,2012,22:50,NA,4,34,PHESQU,0,33,2,0,15
R3021O,2012,23:50,NA,4,35,PHESQU,0,60,8,0,15
R3021O,2012,0:50,NA,4,36,PHESQU,0,75,8,0,15
R3021O,2012,1:50,NA,4,37,PHESQU,0,56,6,0,15
R3021O,2012,2:50,NA,4,38,PHESQU,0,70,3,0,15
R3021O,2012,3:50,NA,4,39,PHESQU,0,48,7,0,15
R3021O,2012,4:50,NA,4,40,PHESQU,0,48,4,0,15
C2151O,2012,13:20,18:30,1,1,PHESQU,1,65,15,0,105
C2151O,2012,13:20,18:30,1,2,PHESQU,2,45,3,0,105
C2151O,2012,13:20,18:30,1,3,PHESQU,1,85,7,0,105
C2151O,2012,13:20,18:30,1,4,PHESQU,2,75,6,0,105
C2151O,2012,13:20,18:30,1,5,PHESQU,0,88,5,0,105
C2151O,2012,13:20,18:30,1,6,PHESQU,2,58,3,0,105
C2151O,2012,13:20,18:30,1,7,PHESQU,5,73,3,0,105
C2151O,2012,13:20,18:30,1,8,PHESQU,0,99,0.5,0,105
C2151O,2012,13:20,18:30,1,9,PHESQU,9,80,7,0,105
C2151O,2012,13:20,18:30,1,10,PHESQU,0,72,8,0,105
C2151O,2012,13:20,18:30,2,11,PHESQU,0,99,0.5,0,94
C2151O,2012,13:20,18:30,2,12,PHESQU,0,93,3,0,94
C2151O,2012,13:20,18:30,2,13,PHESQU,0,99,0.5,0,94
C2151O,2012,13:20,18:30,2,14,PHESQU,6,85,6,0,94
C2151O,2012,13:20,18:30,2,15,PHESQU,0,95,3,0,94
C2151O,2012,13:20,18:30,2,16,PHESQU,17,70,6,0,94
C2151O,2012,13:20,18:30,2,17,PHESQU,0,97,1,0,94
C2151O,2012,13:20,18:30,2,18,PHESQU,0,90,2,0,94
C2151O,2012,13:20,18:30,2,19,PHESQU,0,60,3,0,94
C2151O,2012,13:20,18:30,2,20,PHESQU,4,50,8,0,94
C2151O,2012,13:20,18:30,3,21,PHESQU,1,95,3,0,77
C2151O,2012,13:20,18:30,3,22,PHESQU,0,75,1,0,77
C2151O,2012,13:20,18:30,3,23,PHESQU,2,70,18,0,77
C2151O,2012,13:20,18:30,3,24,PHESQU,0,90,4,0,77
C2151O,2012,13:20,18:30,3,25,PHESQU,0,90,4,0,77
C2151O,2012,13:20,18:30,3,26,PHESQU,0,90,4,0,77
C2151O,2012,13:20,18:30,3,27,PHESQU,1,92,4,0,77
C2151O,2012,13:20,18:30,3,28,PHESQU,10,68,30,0,77
C2151O,2012,13:20,18:30,3,29,PHESQU,26,63,18,0,77
C2151O,2012,13:20,18:30,3,30,PHESQU,10,60,20,0,77
C2151O,2012,13:20,18:30,4,31,PHESQU,16,76,3,0,79
C2151O,2012,13:20,18:30,4,32,PHESQU,9,75,8,0,79
C2151O,2012,13:20,18:30,4,33,PHESQU,1,80,7,0,79
C2151O,2012,13:20,18:30,4,34,PHESQU,16,48,25,0,79
C2151O,2012,13:20,18:30,4,35,PHESQU,21,72,20,0,79
C2151O,2012,13:20,18:30,4,36,PHESQU,16,56,24,0,79
C2151O,2012,13:20,18:30,4,37,PHESQU,3,88,2,0,79
C2151O,2012,13:20,18:30,4,38,PHESQU,10,35,35,0,79
C2151O,2012,13:20,18:30,4,39,PHESQU,2,80,4,0,79
C2151O,2012,13:20,18:30,4,40,PHESQU,18,60,5,0,79
C2131O,2012,10:00,NA,1,1,PHESQU,0,90,4,0,67
C2131O,2012,10:00,NA,1,2,PHESQU,0,45,30,0,67
C2131O,2012,10:00,NA,1,3,PHESQU,2,10,35,0,67
C2131O,2012,10:00,NA,1,4,PHESQU,2,27,23,0,67
C2131O,2012,10:00,NA,1,5,PHESQU,5,85,4,0,67
C2131O,2012,10:00,NA,1,6,PHESQU,4,55,3,0,67
C2131O,2012,10:00,NA,1,7,PHESQU,7,63,5,0,67
C2131O,2012,10:00,NA,1,8,PHESQU,0,51,8,0,67
C2131O,2012,10:00,NA,1,9,PHESQU,0,80,2,0,67
C2131O,2012,10:00,NA,1,10,PHESQU,1,52,6,0,67
C2131O,2012,10:00,NA,2,11,PHESQU,1,55,20,0,67
C2131O,2012,10:00,NA,2,12,PHESQU,9,27,15,0,67
C2131O,2012,10:00,NA,2,13,PHESQU,1,53,30,0,67
C2131O,2012,10:00,NA,2,14,PHESQU,2,63,4,0,67
C2131O,2012,10:00,NA,2,15,PHESQU,9,45,5,0,67
C2131O,2012,10:00,NA,2,16,PHESQU,0,92,0.5,0,67
C2131O,2012,10:00,NA,2,17,PHESQU,3,39,0.5,0,67
C2131O,2012,10:00,NA,2,18,PHESQU,2,33,3,0,67
C2131O,2012,10:00,NA,2,19,PHESQU,24,40,15,0,67
C2131O,2012,10:00,NA,2,20,PHESQU,0,40,2,0,67
C2131O,2012,10:00,NA,3,21,PHESQU,0,50,3,0,84
C2131O,2012,10:00,NA,3,22,PHESQU,6,25,6,0,84
C2131O,2012,10:00,NA,3,23,PHESQU,1,80,4,0,84
C2131O,2012,10:00,NA,3,24,PHESQU,20,25,10,0,84
C2131O,2012,10:00,NA,3,25,PHESQU,5,40,8,0,84
C2131O,2012,10:00,NA,3,26,PHESQU,0,97,0.5,0,84
C2131O,2012,10:00,NA,3,27,PHESQU,0,51,3,0,84
C2131O,2012,10:00,NA,3,28,PHESQU,0,65,2,0,84
C2131O,2012,10:00,NA,3,29,PHESQU,3,50,5,0,84
C2131O,2012,10:00,NA,3,30,PHESQU,0,44,3,0,84
C2131O,2012,10:00,NA,4,31,PHESQU,0,35,20,0,94
C2131O,2012,10:00,NA,4,32,PHESQU,3,60,17,0,94
C2131O,2012,10:00,NA,4,33,PHESQU,0,70,1,0,94
C2131O,2012,10:00,NA,4,34,PHESQU,0,30,4,0,94
C2131O,2012,10:00,NA,4,35,PHESQU,0,68,2,0,94
C2131O,2012,10:00,NA,4,36,PHESQU,0,90,4,0,94
C2131O,2012,10:00,NA,4,37,PHESQU,0,68,3,0,94
C2131O,2012,10:00,NA,4,38,PHESQU,0,50,2,0,94
C2131O,2012,10:00,NA,4,39,PHESQU,0,15,20,0,94
C2131O,2012,10:00,NA,4,40,PHESQU,0,70,6,0,94
C2111O,2012,10:05,12:40,1,1,PHESQU,0,43,2,0,76
C2111O,2012,10:05,12:40,1,2,PHESQU,0,79,4,0,76
C2111O,2012,10:05,12:40,1,3,PHESQU,0,33,4,0,76
C2111O,2012,10:05,12:40,1,4,PHESQU,0,93,3,0,76
C2111O,2012,10:05,12:40,1,5,PHESQU,0,63,20,0,76
C2111O,2012,10:05,12:40,1,6,PHESQU,0,68,12,0,76
C2111O,2012,10:05,12:40,1,7,PHESQU,0,75,9,0,76
C2111O,2012,10:05,12:40,1,8,PHESQU,0,42,29,0,76
C2111O,2012,10:05,12:40,1,9,PHESQU,0,70,17,0,76
C2111O,2012,10:05,12:40,1,10,PHESQU,0,67,2,0,76
C2111O,2012,10:05,12:40,2,11,PHESQU,0,60,1,0,78
C2111O,2012,10:05,12:40,2,12,PHESQU,0,32,4,0,78
C2111O,2012,10:05,12:40,2,13,PHESQU,0,48,13,0,78
C2111O,2012,10:05,12:40,2,14,PHESQU,0,48,4,0,78
C2111O,2012,10:05,12:40,2,15,PHESQU,0,80,3,0,78
C2111O,2012,10:05,12:40,2,16,PHESQU,0,24,10,0,78
C2111O,2012,10:05,12:40,2,17,PHESQU,0,80,5,0,78
C2111O,2012,10:05,12:40,2,18,PHESQU,0,25,40,0,78
C2111O,2012,10:05,12:40,2,19,PHESQU,0,97,2,0,78
C2111O,2012,10:05,12:40,2,20,PHESQU,0,65,8,0,78
C2111O,2012,10:05,12:40,3,21,PHESQU,0,55,19,0,78
C2111O,2012,10:05,12:40,3,22,PHESQU,0,58,9,0,78
C2111O,2012,10:05,12:40,3,23,PHESQU,0,73,8,0,78
C2111O,2012,10:05,12:40,3,24,PHESQU,0,67,4,0,78
C2111O,2012,10:05,12:40,3,25,PHESQU,0,54,22,0,78
C2111O,2012,10:05,12:40,3,26,PHESQU,0,57,2,0,78
C2111O,2012,10:05,12:40,3,27,PHESQU,0,76,9,0,78
C2111O,2012,10:05,12:40,3,28,PHESQU,0,79,4,0,78
C2111O,2012,10:05,12:40,3,29,PHESQU,0,51,34,0,78
C2111O,2012,10:05,12:40,3,30,PHESQU,0,77,22,0,78
C2111O,2012,10:05,12:40,4,31,PHESQU,0,16,4,0,56
C2111O,2012,10:05,12:40,4,32,PHESQU,0,78,7,0,56
C2111O,2012,10:05,12:40,4,33,PHESQU,0,38,13,0,56
C2111O,2012,10:05,12:40,4,34,PHESQU,0,58,9,0,56
C2111O,2012,10:05,12:40,4,35,PHESQU,0,75,18,0,56
C2111O,2012,10:05,12:40,4,36,PHESQU,0,50,5,0,56
C2111O,2012,10:05,12:40,4,37,PHESQU,0,83,10,0,56
C2111O,2012,10:05,12:40,4,38,PHESQU,0,49,30,0,56
C2111O,2012,10:05,12:40,4,39,PHESQU,0,53,20,0,56
C2111O,2012,10:05,12:40,4,40,PHESQU,0,40,15,0,56
C2101O,2012,14:00,16:30,1,1,PHESQU,32,20,6,0,54
C2101O,2012,14:00,16:30,1,2,PHESQU,30,22,20,0,54
C2101O,2012,14:00,16:30,1,3,PHESQU,6,25,30,0,54
C2101O,2012,14:00,16:30,1,4,PHESQU,38,20,13,0,54
C2101O,2012,14:00,16:30,1,5,PHESQU,0,25,1,0,54
C2101O,2012,14:00,16:30,1,6,PHESQU,6,25,2,0,54
C2101O,2012,14:00,16:30,1,7,PHESQU,11,20,8,0,54
C2101O,2012,14:00,16:30,1,8,PHESQU,1,50,3,0,54
C2101O,2012,14:00,16:30,1,9,PHESQU,11,40,4,0,54
C2101O,2012,14:00,16:30,1,10,PHESQU,8,10,18,0,54
C2101O,2012,14:00,16:30,2,11,PHESQU,12,58,6,0,64
C2101O,2012,14:00,16:30,2,12,PHESQU,11,45,3,0,64
C2101O,2012,14:00,16:30,2,13,PHESQU,5,50,4,0,64
C2101O,2012,14:00,16:30,2,14,PHESQU,0,40,2,0,64
C2101O,2012,14:00,16:30,2,15,PHESQU,2,26,10,0,64
C2101O,2012,14:00,16:30,2,16,PHESQU,15,38,3,0,64
C2101O,2012,14:00,16:30,2,17,PHESQU,2,35,15,0,64
C2101O,2012,14:00,16:30,2,18,PHESQU,3,27,6,0,64
C2101O,2012,14:00,16:30,2,19,PHESQU,1,43,1,0,64
C2101O,2012,14:00,16:30,2,20,PHESQU,4,26,2,0,64
C2101O,2012,14:00,16:30,3,21,PHESQU,11,10,3,0,82
C2101O,2012,14:00,16:30,3,22,PHESQU,0,51,7,0,82
C2101O,2012,14:00,16:30,3,23,PHESQU,0,61,6,0,82
C2101O,2012,14:00,16:30,3,24,PHESQU,4,14,10,0,82
C2101O,2012,14:00,16:30,3,25,PHESQU,0,51,7,0,82
C2101O,2012,14:00,16:30,3,26,PHESQU,2,54,2,0,82
C2101O,2012,14:00,16:30,3,27,PHESQU,8,42,5,0,82
C2101O,2012,14:00,16:30,3,28,PHESQU,1,73,4,0,82
C2101O,2012,14:00,16:30,3,29,PHESQU,0,69,4,0,82
C2101O,2012,14:00,16:30,3,30,PHESQU,2,85,3,0,82
C2101O,2012,14:00,16:30,4,31,PHESQU,5,60,10,0,52
C2101O,2012,14:00,16:30,4,32,PHESQU,0,55,1,0,52
C2101O,2012,14:00,16:30,4,33,PHESQU,0,57,4,0,52
C2101O,2012,14:00,16:30,4,34,PHESQU,26,26,4,0,52
C2101O,2012,14:00,16:30,4,35,PHESQU,2,71,2,0,52
C2101O,2012,14:00,16:30,4,36,PHESQU,0,73,3,0,52
C2101O,2012,14:00,16:30,4,37,PHESQU,1,90,1,0,52
C2101O,2012,14:00,16:30,4,38,PHESQU,0,72,0.5,0,52
C2101O,2012,14:00,16:30,4,39,PHESQU,0,60,4,0,52
C2101O,2012,14:00,16:30,4,40,PHESQU,0,33,10,40,52
C2071O,2012,10:00,NA,1,1,PHESQU,0,90,10,0,71
C2071O,2012,10:00,NA,1,2,PHESQU,1,58,3,0,71
C2071O,2012,10:00,NA,1,3,PHESQU,1,96,2,0,71
C2071O,2012,10:00,NA,1,4,PHESQU,0,65,3,0,71
C2071O,2012,10:00,NA,1,5,PHESQU,0,69,15,0,71
C2071O,2012,10:00,NA,1,6,PHESQU,0,35,40,0,71
C2071O,2012,10:00,NA,1,7,PHESQU,0,67,15,0,71
C2071O,2012,10:00,NA,1,8,PHESQU,0,70,13,0,71
C2071O,2012,10:00,NA,1,9,PHESQU,0,56,23,0,71
C2071O,2012,10:00,NA,1,10,PHESQU,0,74,13,0,71
C2071O,2012,10:00,NA,2,11,PHESQU,0,68,4,0,82
C2071O,2012,10:00,NA,2,12,PHESQU,0,53,5,0,82
C2071O,2012,10:00,NA,2,13,PHESQU,0,48,4,30,82
C2071O,2012,10:00,NA,2,14,PHESQU,0,27,20,0,82
C2071O,2012,10:00,NA,2,15,PHESQU,0,43,32,0,82
